"Num_Acc";"id_vehicule";"num_veh";"senc";"catv";"obs";"obsm";"choc";"manv";"motor";"occutc"
"202100002493";"197 318";"A01";"1";"7";"13";"0";"3";"1";"1";""
"202100002494";"197 315";"A01";"2";"7";"0";"2";"2";"9";"1";""
"202100002494";"197 316";"B01";"2";"33";"0";"2";"1";"1";"1";""
"202100002494";"197 317";"C01";"2";"7";"0";"2";"3";"1";"1";""
"202100002495";"197 314";"A01";"1";"7";"6";"0";"0";"0";"1";""
"202100002496";"197 312";"B01";"1";"7";"0";"2";"8";"15";"1";""
"202100002496";"197 313";"A01";"2";"31";"0";"2";"7";"21";"1";""
"202100002497";"197 310";"A01";"1";"10";"0";"2";"2";"2";"1";""
"202100002497";"197 311";"B01";"1";"21";"0";"2";"6";"1";"1";""
"202100002498";"197 308";"B01";"2";"7";"0";"0";"0";"1";"1";""
"202100002498";"197 309";"A01";"1";"33";"13";"0";"2";"1";"1";""
"202100002499";"197 307";"A01";"1";"7";"0";"1";"1";"1";"1";""
"202100002500";"197 305";"B01";"3";"7";"2";"2";"3";"1";"0";""
"202100002500";"197 306";"A01";"3";"3";"0";"2";"3";"1";"0";""
"202100002501";"197 304";"A01";"1";"7";"15";"0";"1";"14";"6";""
"202100002502";"197 302";"A01";"0";"7";"0";"2";"1";"1";"1";""
"202100002502";"197 303";"B01";"0";"7";"0";"0";"4";"2";"1";""
"202100002503";"197 300";"A01";"2";"31";"0";"2";"1";"1";"1";""
"202100002503";"197 301";"B01";"2";"10";"0";"2";"4";"16";"1";""
"202100002504";"197 298";"A01";"2";"32";"0";"2";"1";"1";"1";""
"202100002504";"197 299";"B01";"2";"10";"0";"0";"6";"1";"1";""
"202100002505";"197 297";"A01";"1";"7";"0";"1";"1";"1";"1";""
"202100002506";"197 295";"A01";"2";"7";"0";"2";"3";"16";"1";""
"202100002506";"197 296";"B01";"2";"2";"0";"2";"1";"1";"1";""
"202100002507";"197 293";"A01";"3";"33";"0";"2";"1";"26";"1";""
"202100002507";"197 294";"B01";"3";"7";"0";"2";"1";"1";"1";""
"202100002508";"197 291";"A01";"1";"7";"0";"2";"1";"5";"1";""
"202100002508";"197 292";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202100002509";"197 290";"A01";"1";"7";"2";"0";"3";"0";"1";""
"202100002510";"197 288";"A01";"3";"7";"0";"2";"1";"9";"1";""
"202100002510";"197 289";"B01";"3";"1";"0";"2";"1";"5";"5";""
"202100002511";"197 287";"A01";"3";"7";"6";"0";"9";"0";"1";""
"202100002512";"197 285";"B01";"2";"7";"0";"2";"2";"1";"1";""
"202100002512";"197 286";"A01";"1";"7";"0";"2";"2";"15";"1";""
"202100002513";"197 283";"B01";"2";"7";"0";"0";"6";"2";"1";""
"202100002513";"197 284";"A01";"2";"2";"0";"2";"1";"2";"1";""
"202100002514";"197 282";"A01";"1";"2";"0";"0";"0";"0";"1";""
"202100002515";"197 280";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202100002515";"197 281";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100002516";"197 279";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202100002517";"197 277";"B01";"2";"1";"0";"2";"4";"2";"5";""
"202100002517";"197 278";"A01";"2";"7";"0";"9";"2";"2";"1";""
"202100002518";"197 275";"B01";"1";"7";"0";"2";"3";"0";"1";""
"202100002518";"197 276";"A01";"2";"2";"0";"2";"1";"13";"1";""
"202100002519";"197 273";"B01";"2";"1";"0";"2";"1";"13";"5";""
"202100002519";"197 274";"A01";"1";"2";"0";"2";"1";"1";"1";""
"202100002520";"197 272";"A01";"1";"7";"0";"9";"1";"0";"1";""
"202100002521";"197 270";"B01";"2";"7";"0";"9";"3";"1";"1";""
"202100002521";"197 271";"A01";"1";"33";"0";"0";"1";"17";"1";""
"202100002522";"197 268";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100002522";"197 269";"A01";"2";"7";"0";"2";"7";"1";"1";""
"202100002523";"197 267";"A01";"1";"7";"6";"0";"1";"1";"1";""
"202100002524";"197 265";"A01";"2";"1";"0";"0";"6";"1";"5";""
"202100002524";"197 266";"B01";"2";"7";"0";"2";"2";"1";"1";""
"202100002525";"197 263";"B01";"2";"21";"0";"2";"2";"0";"1";""
"202100002525";"197 264";"A01";"1";"7";"0";"2";"1";"0";"1";""
"202100002526";"197 262";"A01";"1";"33";"0";"0";"7";"1";"1";""
"202100002527";"197 260";"A01";"1";"34";"0";"2";"1";"1";"1";""
"202100002527";"197 261";"B01";"2";"7";"0";"2";"5";"15";"1";""
"202100002528";"197 259";"A01";"2";"7";"13";"0";"2";"1";"1";""
"202100002529";"197 257";"B01";"1";"7";"0";"0";"0";"1";"1";""
"202100002529";"197 258";"A01";"1";"7";"0";"0";"0";"1";"1";""
"202100002530";"197 256";"A01";"2";"7";"2";"0";"1";"14";"1";""
"202100002531";"197 255";"A01";"0";"7";"6";"2";"2";"1";"1";""
"202100002532";"197 254";"A01";"1";"7";"6";"0";"2";"1";"1";""
"202100002533";"197 253";"A01";"1";"33";"12";"0";"1";"1";"1";""
"202100002534";"197 251";"A01";"2";"7";"0";"2";"1";"11";"1";""
"202100002534";"197 252";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100002535";"197 249";"B01";"1";"7";"0";"2";"2";"1";"1";""
"202100002535";"197 250";"A01";"1";"2";"0";"2";"1";"5";"1";""
"202100002536";"197 247";"B01";"3";"7";"0";"0";"1";"0";"1";""
"202100002536";"197 248";"A01";"3";"7";"0";"2";"1";"0";"1";""
"202100002537";"197 245";"A01";"1";"10";"0";"2";"1";"0";"1";""
"202100002537";"197 246";"B01";"2";"7";"0";"2";"2";"1";"1";""
"202100002538";"197 244";"A01";"2";"7";"6";"0";"1";"1";"1";""
"202100002539";"197 242";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100002539";"197 243";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202100002540";"197 241";"A01";"1";"7";"6";"0";"2";"10";"1";""
"202100002541";"197 240";"A01";"2";"31";"3";"0";"0";"1";"1";""
"202100002542";"197 238";"A01";"3";"7";"0";"2";"3";"9";"1";""
"202100002542";"197 239";"B01";"3";"7";"0";"2";"3";"1";"1";""
"202100002543";"197 236";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202100002543";"197 237";"B01";"1";"7";"0";"2";"1";"5";"1";""
"202100002544";"197 234";"B01";"1";"7";"0";"2";"3";"15";"1";""
"202100002544";"197 235";"A01";"1";"33";"0";"2";"1";"17";"1";""
"202100002545";"197 231";"C01";"0";"7";"0";"2";"2";"1";"1";""
"202100002545";"197 232";"B01";"2";"10";"0";"2";"1";"17";"1";""
"202100002545";"197 233";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100002546";"197 229";"A01";"1";"10";"0";"2";"7";"13";"1";""
"202100002546";"197 230";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202100002547";"197 227";"B01";"0";"7";"0";"2";"1";"1";"1";""
"202100002547";"197 228";"A01";"0";"7";"0";"2";"1";"5";"1";""
"202100002548";"197 226";"A01";"1";"10";"0";"0";"0";"0";"1";""
"202100002549";"197 224";"B01";"1";"1";"0";"0";"4";"1";"5";""
"202100002549";"197 225";"A01";"1";"7";"0";"2";"2";"1";"1";""
"202100002550";"197 223";"A01";"1";"2";"0";"0";"0";"13";"1";""
"202100002551";"197 221";"B01";"2";"7";"0";"2";"4";"1";"1";""
"202100002551";"197 222";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202100002552";"197 219";"A01";"1";"7";"0";"2";"3";"2";"1";""
"202100002552";"197 220";"B01";"1";"7";"0";"2";"6";"2";"1";""
"202100002553";"197 217";"B01";"2";"7";"0";"2";"4";"1";"1";""
"202100002553";"197 218";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202100002554";"197 216";"A01";"1";"7";"14";"0";"1";"14";"1";""
"202100002555";"197 214";"B01";"1";"33";"0";"2";"1";"2";"1";""
"202100002555";"197 215";"A01";"1";"7";"0";"2";"4";"2";"1";""
"202100002556";"197 212";"A01";"2";"7";"0";"2";"3";"11";"1";""
"202100002556";"197 213";"B01";"2";"33";"0";"2";"7";"1";"1";""
"202100002557";"197 210";"B01";"1";"17";"0";"2";"4";"1";"1";""
"202100002557";"197 211";"A01";"1";"10";"0";"2";"1";"12";"1";""
"202100002558";"197 208";"A01";"2";"10";"0";"2";"0";"12";"1";""
"202100002558";"197 209";"B01";"2";"43";"0";"2";"6";"3";"1";""
"202100002559";"197 207";"A01";"1";"31";"0";"0";"0";"12";"3";""
"202100002560";"197 204";"Z01";"1";"0";"0";"2";"0";"0";"0";""
"202100002560";"197 205";"B01";"1";"10";"0";"2";"4";"2";"0";""
"202100002560";"197 206";"A01";"1";"10";"0";"2";"9";"2";"0";""
"202100002561";"197 203";"A01";"2";"7";"3";"0";"2";"1";"1";""
"202100002562";"197 201";"B01";"2";"7";"0";"2";"4";"1";"1";""
"202100002562";"197 202";"A01";"2";"33";"0";"2";"1";"11";"1";""
"202100002563";"197 200";"A01";"1";"31";"0";"2";"0";"0";"1";""
"202100002564";"197 197";"A01";"2";"7";"3";"0";"3";"11";"1";""
"202100002564";"197 198";"B01";"2";"7";"1";"0";"1";"12";"1";""
"202100002564";"197 199";"C01";"2";"7";"14";"0";"1";"12";"1";""
"202100002565";"197 196";"A01";"0";"7";"0";"1";"0";"14";"1";""
"202100002566";"197 194";"A01";"1";"7";"1";"9";"2";"16";"1";""
"202100002566";"197 195";"B01";"1";"1";"1";"2";"3";"1";"5";""
"202100002567";"197 193";"A01";"3";"7";"0";"1";"1";"1";"1";""
"202100002568";"197 192";"Z01";"2";"32";"0";"1";"0";"0";"0";""
"202100002569";"197 190";"B01";"2";"7";"0";"2";"8";"26";"1";""
"202100002569";"197 191";"A01";"1";"30";"0";"2";"1";"17";"1";""
"202100002570";"197 189";"A01";"3";"99";"0";"0";"0";"0";"1";""
"202100002571";"197 188";"A01";"1";"7";"0";"1";"1";"26";"1";""
"202100002572";"197 186";"A01";"1";"7";"0";"2";"2";"15";"1";""
"202100002572";"197 187";"B01";"2";"2";"0";"2";"8";"1";"1";""
"202100002573";"197 184";"B01";"2";"33";"0";"2";"7";"1";"1";""
"202100002573";"197 185";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100002574";"197 182";"B01";"2";"7";"0";"2";"1";"15";"1";""
"202100002574";"197 183";"A01";"1";"7";"0";"2";"3";"1";"1";""
"202100002575";"197 181";"A01";"1";"7";"1";"1";"5";"26";"1";""
"202100002576";"197 180";"A01";"3";"2";"16";"0";"0";"0";"0";""
"202100002577";"197 178";"B01";"1";"7";"0";"2";"6";"16";"1";""
"202100002577";"197 179";"A01";"1";"7";"0";"2";"1";"26";"1";""
"202100002578";"197 177";"A01";"1";"30";"0";"0";"8";"26";"0";""
"202100002579";"197 175";"A01";"2";"37";"0";"2";"3";"15";"0";"1"
"202100002579";"197 176";"B01";"3";"1";"0";"2";"1";"19";"6";""
"202100002580";"197 173";"B01";"2";"7";"0";"2";"1";"15";"1";""
"202100002580";"197 174";"A01";"2";"1";"0";"2";"1";"13";"5";""
"202100002581";"197 171";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202100002581";"197 172";"A01";"1";"31";"14";"0";"1";"2";"1";""
"202100002582";"197 169";"A01";"1";"7";"0";"2";"1";"26";"0";""
"202100002582";"197 170";"B01";"1";"7";"0";"2";"4";"1";"2";""
"202100002583";"197 166";"C01";"1";"7";"0";"2";"4";"11";"1";""
"202100002583";"197 167";"B01";"1";"10";"0";"2";"1";"2";"1";""
"202100002583";"197 168";"A01";"1";"10";"0";"2";"1";"1";"1";""
"202100002584";"197 164";"B01";"2";"7";"0";"2";"7";"1";"1";""
"202100002584";"197 165";"A01";"3";"7";"0";"2";"3";"15";"1";""
"202100002585";"197 162";"B01";"1";"1";"0";"2";"3";"19";"0";""
"202100002585";"197 163";"A01";"1";"7";"0";"9";"3";"15";"1";""
"202100002586";"197 161";"A01";"2";"7";"0";"1";"2";"26";"1";""
"202100002587";"197 160";"A01";"2";"32";"0";"0";"0";"1";"1";""
"202100002588";"197 158";"B01";"2";"33";"0";"2";"7";"3";"1";""
"202100002588";"197 159";"A01";"1";"13";"0";"2";"2";"15";"1";""
"202100002589";"197 155";"C01";"3";"10";"1";"2";"4";"2";"1";""
"202100002589";"197 156";"B01";"1";"2";"0";"2";"4";"2";"1";""
"202100002589";"197 157";"A01";"1";"7";"1";"2";"1";"2";"3";""
"202100002590";"197 153";"B01";"1";"39";"0";"2";"0";"0";"6";""
"202100002590";"197 154";"A01";"1";"30";"0";"4";"1";"1";"1";""
"202100002591";"197 151";"A01";"0";"7";"0";"1";"1";"18";"1";""
"202100002591";"197 152";"B01";"0";"7";"0";"2";"2";"1";"1";""
"202100002592";"197 150";"A01";"2";"7";"13";"0";"9";"2";"1";""
"202100002593";"197 148";"A01";"3";"7";"0";"2";"3";"14";"1";""
"202100002593";"197 149";"B01";"3";"7";"0";"2";"5";"11";"1";""
"202100002594";"197 145";"A01";"0";"7";"0";"2";"1";"1";"1";""
"202100002594";"197 146";"B01";"0";"7";"0";"2";"1";"1";"1";""
"202100002594";"197 147";"C01";"0";"7";"0";"2";"1";"15";"1";""
"202100002595";"197 144";"A01";"2";"7";"0";"1";"3";"26";"1";""
"202100002596";"197 141";"A01";"2";"7";"0";"2";"4";"23";"1";""
"202100002596";"197 142";"B01";"2";"7";"0";"2";"4";"23";"1";""
"202100002596";"197 143";"Z01";"2";"7";"0";"2";"1";"26";"1";""
"202100002597";"197 139";"A01";"3";"1";"0";"2";"1";"1";"5";""
"202100002597";"197 140";"B01";"1";"7";"0";"9";"3";"15";"1";""
"202100002598";"197 137";"A01";"2";"10";"1";"0";"1";"7";"1";""
"202100002598";"197 138";"B01";"1";"2";"0";"2";"7";"15";"1";""
"202100002599";"197 135";"A01";"3";"7";"0";"9";"3";"9";"0";""
"202100002599";"197 136";"B01";"3";"3";"0";"2";"2";"1";"6";""
"202100002600";"197 133";"A01";"1";"7";"0";"2";"7";"9";"1";""
"202100002600";"197 134";"B01";"1";"31";"0";"2";"8";"9";"1";""
"202100002601";"197 131";"A01";"1";"7";"0";"2";"2";"1";"1";""
"202100002601";"197 132";"B01";"2";"1";"0";"2";"2";"5";"5";""
"202100002602";"197 130";"A01";"1";"10";"0";"1";"4";"20";"1";""
"202100002603";"197 128";"A01";"1";"2";"0";"2";"2";"1";"1";""
"202100002603";"197 129";"B01";"3";"7";"0";"2";"3";"9";"1";""
"202100002604";"197 126";"A01";"3";"33";"0";"0";"0";"11";"1";""
"202100002604";"197 127";"B01";"3";"10";"0";"0";"0";"1";"1";""
"202100002605";"197 124";"A01";"1";"37";"0";"2";"2";"13";"1";"1"
"202100002605";"197 125";"B01";"1";"1";"0";"2";"6";"0";"5";""
"202100002606";"197 123";"A01";"2";"50";"0";"1";"1";"7";"3";""
"202100002607";"197 121";"A01";"1";"1";"0";"2";"3";"19";"5";""
"202100002607";"197 122";"B01";"1";"7";"0";"2";"2";"1";"1";""
"202100002608";"197 120";"A01";"1";"7";"13";"0";"1";"14";"1";""
"202100002609";"197 118";"A01";"1";"7";"0";"2";"7";"19";"1";""
"202100002609";"197 119";"B01";"1";"10";"0";"2";"1";"1";"1";""
"202100002610";"197 116";"B01";"1";"1";"0";"2";"3";"2";"0";""
"202100002610";"197 117";"A01";"1";"7";"0";"2";"2";"0";"0";""
"202100002611";"197 114";"A01";"1";"7";"0";"0";"0";"15";"1";""
"202100002611";"197 115";"B01";"1";"33";"0";"0";"7";"1";"1";""
"202100002612";"197 112";"B01";"1";"3";"0";"2";"1";"1";"1";""
"202100002612";"197 113";"A01";"1";"10";"0";"2";"2";"1";"1";""
"202100002613";"197 110";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100002613";"197 111";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202100002614";"197 108";"A01";"1";"7";"0";"2";"7";"14";"1";""
"202100002614";"197 109";"B01";"1";"1";"0";"2";"0";"1";"5";""
"202100002615";"197 107";"A01";"2";"7";"0";"1";"2";"1";"1";""
"202100002616";"197 106";"B01";"2";"33";"0";"2";"4";"2";"1";""
"202100002617";"197 104";"A01";"3";"1";"0";"2";"9";"19";"5";""
"202100002617";"197 105";"B01";"3";"33";"0";"2";"1";"1";"1";""
"202100002618";"197 102";"A01";"1";"10";"0";"2";"1";"1";"1";""
"202100002618";"197 103";"B01";"1";"7";"0";"2";"5";"15";"1";""
"202100002619";"197 100";"A01";"2";"7";"0";"2";"5";"16";"1";""
"202100002619";"197 101";"B01";"2";"50";"0";"2";"8";"1";"3";""
"202100002620";"197 099";"A01";"2";"37";"8";"0";"1";"13";"1";"1"
"202100002621";"197 097";"A01";"1";"7";"0";"2";"3";"15";"1";""
"202100002621";"197 098";"B01";"2";"1";"0";"2";"8";"1";"5";""
"202100002622";"197 093";"A01";"3";"7";"2";"2";"2";"21";"1";""
"202100002622";"197 094";"B01";"3";"37";"0";"2";"7";"12";"1";"1"
"202100002623";"197 091";"A01";"0";"7";"0";"2";"2";"26";"1";""
"202100002623";"197 092";"B01";"1";"30";"0";"2";"1";"1";"1";""
"202100002624";"197 089";"A01";"0";"7";"0";"2";"1";"1";"1";""
"202100002624";"197 090";"B01";"0";"31";"0";"2";"7";"15";"1";""
"202100002625";"197 088";"A01";"3";"7";"1";"0";"1";"1";"1";""
"202100002626";"197 086";"B01";"1";"7";"0";"2";"2";"15";"1";""
"202100002626";"197 087";"A01";"2";"33";"0";"2";"1";"1";"1";""
"202100002627";"197 085";"A01";"3";"7";"0";"1";"3";"15";"1";""
"202100002628";"197 083";"A01";"2";"7";"0";"2";"3";"15";"1";""
"202100002628";"197 084";"B01";"2";"7";"0";"2";"2";"1";"1";""
"202100002629";"197 081";"B01";"0";"2";"0";"2";"8";"1";"1";""
"202100002629";"197 082";"A01";"0";"7";"0";"2";"1";"15";"1";""
"202100002630";"197 080";"A01";"0";"7";"0";"1";"2";"1";"1";""
"202100002631";"197 075";"E01";"3";"7";"0";"2";"1";"1";"1";""
"202100002631";"197 076";"D01";"3";"7";"0";"2";"4";"1";"1";""
"202100002631";"197 077";"C01";"3";"7";"0";"2";"4";"1";"1";""
"202100002631";"197 078";"B01";"3";"7";"0";"2";"4";"2";"1";""
"202100002631";"197 079";"A01";"0";"7";"0";"2";"1";"9";"1";""
"202100002632";"197 074";"A01";"0";"7";"0";"1";"4";"4";"1";""
"202100002633";"197 072";"A01";"0";"7";"0";"2";"3";"9";"1";""
"202100002633";"197 073";"B01";"0";"33";"1";"2";"2";"17";"1";""
"202100002634";"197 071";"A01";"3";"30";"14";"0";"0";"15";"1";""
"202100002635";"197 069";"A01";"2";"32";"0";"2";"1";"13";"1";""
"202100002635";"197 070";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100002636";"197 068";"A01";"1";"7";"0";"1";"3";"1";"2";""
"202100002637";"197 066";"B01";"1";"33";"0";"2";"8";"3";"1";""
"202100002637";"197 067";"A01";"1";"7";"0";"2";"7";"12";"1";""
"202100002638";"197 063";"A01";"2";"32";"0";"2";"3";"3";"1";""
"202100002638";"197 064";"B01";"2";"7";"0";"2";"8";"1";"1";""
"202100002638";"197 065";"Z01";"2";"7";"0";"2";"2";"12";"0";""
"202100002639";"197 061";"A01";"1";"7";"0";"2";"2";"12";"1";""
"202100002639";"197 062";"B01";"1";"33";"0";"2";"8";"3";"1";""
"202100002640";"197 060";"A01";"1";"30";"8";"0";"1";"18";"1";""
"202100002641";"197 059";"A01";"2";"43";"0";"1";"2";"1";"1";""
"202100002642";"197 057";"B01";"3";"43";"0";"2";"4";"1";"1";""
"202100002642";"197 058";"A01";"3";"7";"0";"2";"1";"1";"3";""
"202100002643";"197 055";"A01";"1";"7";"0";"2";"4";"4";"1";""
"202100002643";"197 056";"B01";"1";"50";"0";"2";"1";"1";"3";""
"202100002644";"197 054";"A01";"1";"32";"0";"1";"1";"1";"1";""
"202100002645";"197 053";"A01";"1";"7";"7";"0";"1";"14";"1";""
"202100002646";"197 052";"A01";"2";"1";"0";"0";"1";"21";"5";""
"202100002647";"197 050";"B01";"1";"2";"0";"2";"1";"17";"1";""
"202100002647";"197 051";"A01";"2";"7";"0";"2";"3";"11";"1";""
"202100002648";"197 049";"A01";"3";"30";"12";"0";"0";"14";"3";""
"202100002649";"197 047";"A01";"2";"7";"0";"2";"2";"14";"0";""
"202100002649";"197 048";"B01";"2";"1";"0";"2";"8";"1";"5";""
"202100002650";"197 045";"B01";"1";"50";"0";"2";"6";"13";"3";""
"202100002650";"197 046";"A01";"1";"43";"0";"2";"2";"17";"1";""
"202100002651";"197 043";"A01";"1";"7";"0";"2";"2";"1";"1";""
"202100002651";"197 044";"B01";"2";"7";"0";"2";"3";"1";"1";""
"202100002652";"197 042";"A01";"3";"7";"0";"1";"1";"1";"1";""
"202100002653";"197 041";"A01";"3";"7";"0";"1";"2";"17";"1";""
"202100002654";"197 040";"A01";"3";"7";"14";"2";"2";"17";"1";""
"202100002655";"197 038";"A01";"1";"33";"12";"2";"1";"2";"1";""
"202100002655";"197 039";"B01";"1";"7";"12";"2";"4";"17";"1";""
"202100002656";"197 036";"B01";"2";"7";"0";"2";"8";"1";"1";""
"202100002656";"197 037";"A01";"2";"30";"0";"2";"7";"17";"0";""
"202100002657";"197 033";"C01";"1";"2";"15";"0";"4";"23";"1";""
"202100002657";"197 034";"B01";"1";"33";"15";"0";"4";"23";"1";""
"202100002657";"197 035";"A01";"1";"7";"0";"2";"1";"26";"1";""
"202100002658";"197 031";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202100002658";"197 032";"A01";"1";"32";"0";"1";"2";"1";"1";""
"202100002659";"197 029";"A01";"2";"7";"0";"2";"3";"1";"1";""
"202100002659";"197 030";"B01";"1";"7";"0";"2";"5";"1";"1";""
"202100002660";"197 026";"C01";"1";"7";"0";"2";"4";"26";"1";""
"202100002660";"197 027";"B01";"1";"7";"0";"2";"4";"26";"1";""
"202100002660";"197 028";"A01";"3";"7";"0";"2";"1";"26";"1";""
"202100002661";"197 025";"A01";"1";"7";"1";"0";"1";"1";"1";""
"202100002662";"197 023";"B01";"0";"7";"0";"2";"8";"10";"1";""
"202100002662";"197 024";"A01";"0";"31";"0";"2";"2";"26";"1";""
"202100002663";"197 022";"A01";"2";"50";"0";"1";"2";"21";"3";""
"202100002664";"197 021";"B01";"1";"7";"0";"1";"1";"2";"2";""
"202100002665";"197 019";"A01";"3";"7";"0";"2";"5";"20";"1";""
"202100002665";"197 020";"B01";"2";"1";"0";"2";"1";"1";"5";""
"202100002666";"197 017";"B01";"0";"15";"0";"2";"6";"1";"1";""
"202100002666";"197 018";"A01";"0";"7";"0";"2";"1";"15";"1";""
"202100002667";"197 011";"A01";"2";"7";"7";"0";"1";"0";"1";""
"202100002668";"197 009";"A01";"2";"10";"0";"2";"0";"11";"1";""
"202100002668";"197 010";"B01";"1";"2";"0";"2";"0";"1";"1";""
"202100002669";"197 006";"A01";"1";"7";"2";"0";"0";"1";"1";""
"202100002670";"197 005";"A01";"2";"7";"0";"1";"2";"1";"1";""
"202100002671";"197 003";"B01";"1";"10";"0";"2";"1";"13";"1";""
"202100002671";"197 004";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202100002672";"197 001";"B01";"1";"7";"0";"2";"7";"19";"1";""
"202100002672";"197 002";"A01";"2";"14";"0";"2";"3";"1";"1";""
"202100002673";"196 999";"A01";"1";"7";"0";"2";"3";"0";"1";""
"202100002673";"197 000";"B01";"2";"7";"0";"2";"3";"0";"1";""
"202100002674";"196 995";"A01";"2";"7";"0";"2";"1";"5";"1";""
"202100002674";"196 996";"B01";"1";"10";"0";"0";"1";"1";"1";""
"202100002674";"196 997";"C01";"1";"7";"0";"2";"2";"1";"1";""
"202100002675";"196 994";"A01";"1";"7";"0";"0";"9";"1";"1";""
"202100002676";"196 991";"A01";"2";"7";"0";"2";"1";"0";"1";""
"202100002676";"196 992";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100002676";"196 993";"C01";"1";"7";"16";"0";"3";"1";"1";""
"202100002677";"196 990";"A01";"1";"7";"12";"0";"2";"15";"2";""
"202100002678";"196 989";"A01";"1";"7";"1";"0";"1";"13";"1";""
"202100002679";"196 988";"A01";"1";"7";"13";"0";"9";"14";"1";""
"202100002680";"196 986";"A01";"3";"2";"0";"2";"1";"0";"1";""
"202100002680";"196 987";"B01";"3";"7";"0";"0";"8";"15";"1";""
"202100002681";"196 985";"A01";"2";"10";"0";"1";"2";"1";"1";""
"202100002682";"196 982";"A01";"1";"7";"0";"0";"4";"15";"1";""
"202100002682";"196 983";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202100002682";"196 984";"C01";"1";"7";"0";"2";"1";"1";"1";""
"202100002683";"196 980";"B01";"3";"1";"0";"2";"2";"9";"0";""
"202100002683";"196 981";"A01";"2";"7";"0";"9";"3";"9";"1";""
"202100002684";"196 976";"A01";"1";"10";"0";"2";"3";"1";"1";""
"202100002684";"196 977";"B01";"2";"7";"0";"2";"3";"1";"1";""
"202100002685";"196 974";"A01";"1";"7";"0";"2";"3";"19";"1";""
"202100002685";"196 975";"B01";"2";"2";"0";"2";"1";"1";"1";""
"202100002686";"196 973";"A01";"2";"7";"13";"0";"2";"1";"1";""
"202100002687";"196 972";"A01";"2";"2";"0";"0";"0";"26";"1";""
"202100002688";"196 971";"A01";"1";"7";"6";"0";"1";"1";"1";""
"202100002689";"196 970";"A01";"0";"7";"2";"0";"0";"4";"1";""
"202100002690";"196 968";"A01";"1";"7";"0";"2";"1";"17";"1";""
"202100002690";"196 969";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202100002691";"196 967";"A01";"3";"7";"2";"0";"3";"1";"1";""
"202100002692";"196 965";"B01";"1";"31";"0";"2";"1";"1";"1";""
"202100002692";"196 966";"A01";"1";"7";"0";"2";"7";"19";"3";""
"202100002693";"196 964";"A01";"2";"7";"13";"0";"3";"1";"3";""
"202100002694";"196 962";"B01";"1";"10";"0";"0";"5";"2";"1";""
"202100002694";"196 963";"A01";"1";"7";"9";"2";"9";"2";"1";""
"202100002695";"196 956";"A01";"1";"32";"12";"2";"3";"17";"1";""
"202100002695";"196 957";"B01";"1";"7";"0";"2";"3";"15";"1";""
"202100002696";"196 954";"B01";"1";"2";"0";"0";"1";"0";"1";""
"202100002696";"196 955";"A01";"2";"7";"0";"0";"3";"1";"1";""
"202100002697";"196 949";"A01";"2";"7";"0";"0";"4";"23";"1";""
"202100002697";"196 950";"B01";"2";"7";"0";"2";"4";"23";"1";""
"202100002697";"196 951";"C01";"2";"33";"0";"2";"4";"23";"1";""
"202100002697";"196 952";"D01";"2";"7";"0";"2";"1";"1";"1";""
"202100002697";"196 953";"E01";"1";"7";"0";"2";"3";"1";"1";""
"202100002698";"196 947";"A01";"1";"7";"0";"2";"2";"2";"1";""
"202100002698";"196 948";"B01";"1";"33";"0";"0";"4";"1";"1";""
"202100002699";"196 946";"A01";"1";"7";"13";"0";"1";"13";"1";""
"202100002700";"196 944";"A01";"2";"7";"0";"2";"1";"13";"1";""
"202100002700";"196 945";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100002701";"196 942";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202100002701";"196 943";"B01";"1";"13";"0";"2";"4";"2";"1";""
"202100002702";"196 940";"A01";"1";"7";"0";"2";"5";"9";"1";""
"202100002702";"196 941";"B01";"1";"34";"0";"2";"3";"2";"1";""
"202100002703";"196 939";"A01";"1";"33";"0";"6";"1";"1";"1";""
"202100002704";"196 937";"A01";"0";"7";"0";"2";"1";"9";"1";""
"202100002704";"196 938";"B01";"1";"31";"0";"2";"1";"1";"1";""
