"Num_Acc";"jour";"mois";"an";"hrmn";"lum";"dep";"com";"agg";"int";"atm";"col";"adr";"lat";"long"
"201900000015";"29";"11";"2019";"08:10";"1";"974";"97407";"2";"1";"1";"6";"COMMUNE DE PARIS (AVENUE)";" -20,9430900";"55,2923700"
"201900000016";"29";"11";"2019";"09:00";"1";"69";"69386";"2";"1";"8";"6";"GENERAL BROSSET (DU)                (AV)";"45,7670600";"4,8577400"
"201900000017";"29";"11";"2019";"06:50";"1";"972";"97209";"2";"1";"1";"6";"GABARES (RUE DES)";"14,6030300";" -61,0726400"
"201900000018";"29";"11";"2019";"18:30";"5";"69";"69382";"2";"4";"2";"3";"TREMIE N°6";"45,7500800";"4,8245600"
"201900000019";"29";"11";"2019";"14:10";"1";"69";"69389";"2";"1";"1";"3";"PAUL SEDAILLIAN                     (QU)";"45,7946300";"4,8239200"
"201900000020";"29";"11";"2019";"08:15";"1";"69";"69382";"2";"1";"1";"6";"KITCHENER MARCHAND                  (PT)";"45,7511800";"4,8231000"
"201900000021";"29";"11";"2019";"17:55";"4";"2B";"2B033";"1";"1";"1";"3";"ST FLORENT-ANCIENNE RT DE";"42,6870400";"9,4294700"
"201900000022";"29";"11";"2019";"10:10";"1";"2B";"2B033";"2";"1";"6";"7";"IMPERIALE - ROUTE";"42,6627395";"9,4353801"
"201900000023";"29";"11";"2019";"09:20";"1";"2B";"2B033";"2";"1";"1";"1";"PHILIPINES - CHEMIN DES";"42,6932000";"9,4468000"
"201900000024";"29";"11";"2019";"03:00";"5";"91";"91477";"2";"1";"2";"2";"HENRI BARBUSSE (RUE)";"48,7188940";"2,2606100"
"201900000025";"29";"11";"2019";"15:15";"1";"91";"91345";"2";"1";"8";"6";"CATHELIN DR (BOULEVARD DU)";"48,6875700";"2,2891000"
"201900000026";"29";"11";"2019";"18:00";"2";"86";"86194";"1";"1";"1";"4";"RN 147 BUXEROLLES";"46,6176289";"0,3601915"
"201900000027";"28";"11";"2019";"18:10";"5";"86";"86194";"2";"3";"1";"6";"LIBERATION (AVENUE DE LA)";"46,5707600";"0,3248000"
"201900000028";"29";"11";"2019";"12:20";"1";"83";"83137";"2";"1";"1";"6";"LICES (AVE DES)";"43,1281380";"5,9368750"
"201900000029";"27";"11";"2019";"07:55";"3";"80";"80021";"2";"1";"2";"3";"ROGER DUMOULIN (AVENUE)";"49,9334800";"2,2851400"
"201900000030";"25";"11";"2019";"14:50";"1";"78";"78126";"2";"2";"8";"3";"DRIONNE (AVENUE DE LA)";"48,8461250";"2,1346200"
"201900000031";"30";"11";"2019";"01:55";"3";"78";"78551";"1";"1";"1";"6";"RD 308";"48,9393520";"2,0771110"
"201900000032";"28";"11";"2019";"11:05";"1";"77";"77284";"2";"9";"8";"6";"ROSE (BD.JEAN)";"48,9604400";"2,8823300"
"201900000033";"29";"11";"2019";"16:00";"1";"76";"76026";"1";"1";"2";"1";"RD 1";"49,8951000";"1,1368600"
"201900000034";"29";"11";"2019";"17:30";"5";"72";"72181";"2";"1";"1";"6";"BOLLEE (AV) N° PAIRS 224 ET >";"47,9988200";"0,2351800"
"201900000035";"29";"11";"2019";"14:30";"1";"71";"71540";"1";"1";"8";"7";"CENTRE A CENTRE (ROUTE)";"46,7504700";"4,4409900"
"201900000036";"29";"11";"2019";"01:00";"5";"69";"69029";"2";"1";"8";"3";"CHARLES DE GAULLE                   (RP)";"45,7264200";"4,9298800"
"201900000037";"29";"11";"2019";"13:40";"1";"67";"67482";"2";"1";"2";"3";"JEAN JAURES (AVENUE)";"48,5708480";"7,7587680"
"201900000038";"29";"11";"2019";"13:50";"1";"66";"66136";"2";"1";"1";"6";"MOULIN (PLACE JEAN)";"42,6969500";"2,8993500"
"201900000039";"28";"11";"2019";"16:35";"1";"66";"66136";"2";"1";"1";"6";"QUATRE-SAISONS (DES)";"42,6865700";"2,8939300"
"201900000040";"29";"11";"2019";"21:40";"3";"64";"64335";"1";"1";"1";"7";"SAULT DE NAVAILLES DE";"43,3568954";" -0,4419144"
"201900000041";"29";"11";"2019";"07:00";"5";"64";"64445";"2";"6";"2";"3";"FRANCOIS MITTERAND";"43,3304100";" -0,3555600"
"201900000042";"29";"11";"2019";"18:15";"2";"60";"60057";"2";"1";"1";"6";"NOTRE DAME DU THIL (RUE)";"49,4501114";"2,0771184"
"201900000043";"29";"11";"2019";"16:45";"2";"51";"51454";"2";"1";"1";"3";"AVENUE JEAN JAURES";"49,2614135";"4,0503815"
"201900000044";"28";"11";"2019";"12:10";"1";"51";"51454";"2";"1";"2";"6";"ALLEE JACQUES SIMON";"49,2237003";"4,0142017"
"201900000045";"28";"11";"2019";"06:55";"5";"51";"51454";"2";"1";"1";"7";"RUE DE TAISSY";"49,2398622";"4,0414895"
"201900000046";"28";"11";"2019";"19:12";"5";"51";"51108";"2";"1";"1";"7";"ALLEE VOLTAIRE";"48,9510158";"4,3674990"
"201900000047";"29";"11";"2019";"21:25";"5";"50";"50218";"2";"9";"2";"6";"SAINT PAUL (RUE)";"48,8359110";" -1,5900560"
"201900000048";"29";"11";"2019";"08:59";"2";"50";"50129";"2";"1";"1";"6";"CALIGNY (QUAI DE)";"49,6398800";" -1,6213700"
"201900000049";"28";"11";"2019";"08:16";"1";"49";"49007";"2";"1";"1";"7";"TURPIN DE CRISSE AVENUE";"47,4653400";" -0,5543300"
"201900000050";"29";"11";"2019";"17:50";"5";"45";"45147";"2";"2";"1";"4";"RUE MARCELIN BERTHELOT - AV ORADOUR SUR GLANE";"47,9342700";"1,9170600"
"201900000051";"29";"11";"2019";"17:10";"2";"45";"45234";"2";"6";"1";"3";"RUE DES MONTEES";"47,8763800";"1,9145000"
"201900000052";"29";"11";"2019";"06:55";"3";"38";"38179";"1";"1";"3";"1";"Avenue de la Combe";"45,1688800";"5,7934900"
"201900000053";"29";"11";"2019";"14:38";"1";"37";"37261";"2";"1";"1";"6";"GRAMMONT (AVENUE DE)";"47,3863500";"0,6902900"
"201900000054";"29";"11";"2019";"17:40";"3";"35";"35238";"1";"1";"1";"2";"RN136";"48,0828811";" -1,6440681"
"201900000055";"29";"11";"2019";"11:34";"1";"35";"35238";"2";"9";"9";"2";"HOCHE (PLACE)";"48,1156200";" -1,6776600"
"201900000056";"29";"11";"2019";"09:10";"1";"35";"35238";"2";"1";"1";"6";"UKRAINE (ALLEE D')";"48,0813990";" -1,6797170"
"201900000057";"27";"11";"2019";"15:30";"1";"34";"34032";"2";"1";"1";"6";"VINGT DEUX AOUT 1944 (AV DU)";"43,3438200";"3,2213400"
"201900000058";"29";"11";"2019";"18:45";"5";"33";"33063";"2";"2";"1";"2";"QUAI DE PALUDATE";"44,8315000";" -0,5585600"
"201900000059";"22";"11";"2019";"18:45";"5";"33";"33063";"2";"2";"2";"3";"CRS JOURNU AUBER";"44,8616500";" -0,5730000"
"201900000060";"6";"11";"2019";"19:15";"5";"33";"33550";"2";"6";"1";"2";"RTE DE LEOGNAN";"44,7727200";" -0,5766400"
"201900000061";"29";"11";"2019";"07:30";"2";"33";"33318";"2";"2";"2";"1";"AVE DU PONT DE L'ORIENT";"44,8119100";" -0,6502100"
"201900000062";"28";"11";"2019";"08:45";"1";"33";"33075";"2";"3";"8";"3";"ALL DE BOUTAUT";"44,8692900";" -0,5762500"
"201900000063";"27";"11";"2019";"15:10";"1";"33";"33119";"2";"1";"1";"6";"AVE CARNOT";"44,8623900";" -0,5300300"
"201900000064";"27";"11";"2019";"17:40";"5";"33";"33318";"2";"6";"2";"3";"AVE DE CANDAU";"44,8079300";" -0,6170400"
"201900000065";"27";"11";"2019";"13:00";"1";"33";"33522";"2";"4";"2";"3";"BD DU PDT FRANKLIN ROOSEVELT";"44,8202000";" -0,5814500"
"201900000066";"28";"11";"2019";"20:05";"4";"31";"31555";"2";"1";"3";"6";"RTE DE LAUNAGUET";"43,6619266";"1,4393538"
"201900000067";"30";"11";"2019";"00:30";"5";"30";"30007";"2";"1";"1";"6";"D'INDY (AVE VINCENT)";"44,1351800";"4,0971200"
"201900000068";"29";"11";"2019";"05:01";"3";"29";"29232";"1";"1";"3";"7";"RN 165";"48,0274878";" -4,0861684"
"201900000069";"28";"11";"2019";"18:50";"5";"29";"29019";"2";"1";"1";"6";"LOUPPE ALBERT (DE 1 A 69 ET 2 A 62)";"48,4036117";" -4,4735797"
"201900000070";"27";"11";"2019";"20:11";"5";"29";"29019";"2";"1";"1";"2";"FOCH MARECHAL";"48,3935100";" -4,4879000"
"201900000071";"26";"11";"2019";"13:05";"1";"22";"22278";"2";"6";"1";"7";"GUEBRIANT";"48,5035700";" -2,7622600"
"201900000072";"28";"11";"2019";"16:15";"1";"19";"19031";"2";"2";"2";"1";"MOULIN (BOULEVARD JEAN) COTE POMPIERS";"45,1625700";"1,5028600"
"201900000073";"28";"11";"2019";"18:05";"3";"19";"19031";"2";"1";"2";"6";"ALVITRE (AVENUE ABBE)";"45,1537972";"1,5101562"
"201900000074";"29";"11";"2019";"17:08";"2";"18";"18279";"2";"1";"1";"6";"ROUSSEAU (RUE GEORGES)";"47,2100000";"2,0500000"
"201900000075";"29";"11";"2019";"19:40";"3";"17";"17028";"1";"1";"1";"1";"DOUX   CHEMIN DU PUITS";"46,1347200";" -1,1466400"
"201900000076";"29";"11";"2019";"13:40";"1";"13";"13117";"2";"6";"1";"3";"MONNET (AVENUE JEAN)";"43,4205800";"5,2887400"
"201900000077";"24";"11";"2019";"10:30";"1";"13";"13108";"1";"1";"2";"7";"RD 970 ROUTE D'AVIGNON";"43,8204321";"4,6865004"
"201900000078";"29";"11";"2019";"14:30";"1";"13";"13210";"2";"1";"1";"3";"SCHLOESING (BOULEVARD)";"43,2760000";"5,4000000"
"201900000079";"29";"11";"2019";"16:45";"2";"13";"13207";"2";"3";"1";"3";"Corniche John Fitzgérald Kennedy";"43,2883900";"5,3531300"
"201900000080";"29";"11";"2019";"12:51";"1";"13";"13208";"2";"1";"1";"6";"LOUVAIN (BOULEVARD DE)";"43,2763000";"5,3900000"
"201900000081";"22";"9";"2019";"00:20";"3";"83";"83077";"1";"1";"2";"6";"RD202";"43,2659030";"5,9682950"
"201900000082";"22";"9";"2019";"02:10";"3";"74";"74145";"1";"1";"1";"6";"Route de la Frontière";"46,2154615";"6,2770041"
"201900000083";"21";"9";"2019";"15:55";"1";"38";"38072";"1";"1";"1";"4";"CD519B";"45,3173150";"4,8101780"
"201900000084";"20";"9";"2019";"08:00";"1";"81";"81020";"1";"1";"1";"1";"chemin de Fénols - lieu dit fontaine neuve";"43,8531210";"2,0401520"
"201900000085";"19";"9";"2019";"12:35";"1";"33";"33496";"2";"1";"1";"3";"32 Avenue du Périgord";"44,8322200";" -0,4066900"
"201900000086";"20";"9";"2019";"10:38";"1";"22";"22223";"1";"1";"1";"2";"Pont Ezer";"48,5721018";" -3,1627301"
"201900000087";"1";"9";"2019";"11:00";"1";"22";"22070";"2";"2";"1";"3";"rue cosquer";"48,5633140";" -3,1542850"
"201900000088";"21";"9";"2019";"04:50";"3";"76";"76287";"1";"1";"1";"7";"d44";"49,5611360";"1,0296220"
"201900000089";"21";"9";"2019";"19:35";"2";"2";"02242";"1";"1";"1";"7";"D969";"48,9681680";"3,2586560"
"201900000090";"22";"9";"2019";"15:00";"1";"80";"80386";"1";"1";"3";"1";"D395";"49,6905190";"2,5592200"
"201900000091";"21";"9";"2019";"18:55";"1";"59";"59630";"1";"1";"1";"7";"CD62";"50,4935260";"3,0339290"
"201900000092";"21";"9";"2019";"15:00";"1";"92";"92004";"1";"1";"1";"4";"RN315 W";"48,9367118";"2,2998118"
"201900000093";"21";"9";"2019";"13:20";"1";"78";"78118";"1";"1";"1";"2";"A13";"48,9859110";"1,6697390"
"201900000094";"21";"9";"2019";"00:55";"4";"78";"78322";"1";"1";"1";"2";"RN12 EXT";"48,7820540";"2,1623210"
"201900000095";"20";"9";"2019";"19:03";"1";"92";"92036";"1";"1";"1";"2";"A86";"48,9341276";"2,2789632"
"201900000096";"21";"9";"2019";"16:42";"1";"93";"93005";"1";"1";"1";"6";"AUTOROUTE A1";"48,9608400";"2,4662100"
"201900000097";"21";"9";"2019";"15:50";"1";"95";"95252";"1";"1";"1";"6";"AUTOROUTE A15";"48,9884100";"2,2042600"
"201900000098";"20";"9";"2019";"20:32";"5";"93";"93027";"1";"1";"1";"2";"AUTOROUTE A86";"48,9220200";"2,3782900"
"201900000099";"20";"9";"2019";"20:30";"3";"93";"93010";"1";"1";"1";"2";"AUTOROUTE A3";"48,9145500";"2,4773300"
"201900000100";"20";"9";"2019";"18:15";"1";"95";"95527";"1";"1";"1";"5";"AUTOROUTE A1";"49,0208600";"2,5341900"
"201900000101";"21";"9";"2019";"13:10";"1";"94";"94022";"1";"1";"1";"3";"A86 INT";"48,7762270";"2,4322747"
"201900000102";"19";"9";"2019";"17:00";"1";"71";"71040";"2";"3";"1";"1";"JOSEPH LAMBERT (RUE)";"46,6965100";"4,3911800"
"201900000103";"18";"9";"2019";"20:10";"2";"63";"63113";"2";"1";"1";"5";"MEUNIERS (RUE DES)";"45,7592252";"3,1052583"
"201900000104";"18";"9";"2019";"19:29";"1";"63";"63113";"2";"1";"1";"3";"FLAUBERT (BD GUSTAVE)";"45,7621566";"3,1262004"
"201900000105";"18";"9";"2019";"17:36";"1";"63";"63032";"2";"1";"1";"6";"PARC (AVENUE DU)";"45,7546661";"3,0969044"
"201900000106";"18";"9";"2019";"15:57";"1";"63";"63113";"2";"2";"1";"6";"Pasteur/DUCLAUX (BD)";"45,7735000";"3,0745300"
"201900000107";"17";"9";"2019";"16:28";"1";"63";"63113";"2";"1";"1";"6";"SOUS LES VIGNES (RUE)";"45,8037800";"3,1086000"
"201900000108";"16";"9";"2019";"21:10";"2";"63";"63113";"2";"1";"1";"6";"LAVOISIERS (BD)";"45,7852300";"3,0782000"
"201900000109";"12";"9";"2019";"14:40";"1";"62";"62624";"2";"1";"1";"6";"REPUBLIQUE (AVE DE LA )";"50,4120600";"2,9945600"
"201900000110";"2";"9";"2019";"10:30";"1";"62";"62193";"2";"2";"1";"3";"VALENCIENNES";"50,9433900";"1,8525200"
"201900000111";"20";"9";"2019";"12:50";"1";"92";"92020";"2";"1";"1";"2";"VERDUN AVENUE DE AUTRES N°";"48,7993857";"2,2812612"
"201900000112";"25";"7";"2019";"15:25";"1";"92";"92004";"2";"1";"1";"6";"NORMANDIE  ( RUE DE )";"48,9054150";"2,2856850"
"201900000113";"20";"9";"2019";"20:05";"5";"974";"97411";"2";"1";"1";"3";"BOIS DE NEFLES (ROUTE DE)";" -20,9058900";"55,4783700"
"201900000114";"20";"9";"2019";"06:20";"2";"974";"97411";"2";"9";"1";"6";"BONNIER (ALLEE)";" -20,8806000";"55,4594700"
"201900000115";"18";"9";"2019";"16:10";"1";"974";"97411";"2";"2";"1";"3";"HOARAU (RUE MARCEL)";" -20,9032800";"55,4919600"
"201900000116";"20";"9";"2019";"18:18";"3";"974";"97409";"1";"1";"1";"6";"DU CENTRE(CHEMIN)";" -20,9456800";"55,6510900"
"201900000117";"19";"9";"2019";"21:28";"5";"973";"97302";"2";"1";"1";"3";"BADUEL (ROUTE DE)";"4,9356720";" -52,3131394"
"201900000118";"19";"9";"2019";"14:20";"1";"69";"69276";"2";"1";"1";"2";"ALFRED NOBEL                            ";"45,6724200";"4,8513300"
"201900000119";"18";"9";"2019";"12:40";"1";"69";"69142";"2";"9";"1";"3";"STEPHANE DECHANT                    (R )";"45,7297600";"4,8153000"
"201900000120";"20";"9";"2019";"17:56";"1";"2A";"2A004";"2";"1";"1";"6";"AVENUE DU DOCTEUR NOEL FRANCHINI";"41,9363527";"8,7534785"
"201900000121";"20";"9";"2019";"16:40";"1";"91";"91432";"2";"1";"1";"6";"GENERAL  LECLERC (RUE DU)";"48,7058000";"2,3336000"
"201900000122";"19";"9";"2019";"20:00";"2";"91";"91687";"2";"9";"1";"3";"GENERAL DE GAULLE (AVENUE DU)";"48,6757000";"2,3855300"
"201900000123";"19";"9";"2019";"13:35";"1";"91";"91521";"1";"1";"1";"1";"RESISTANCE (RUE DE LA)";"48,6362500";"2,4121600"
"201900000124";"19";"9";"2019";"17:03";"1";"87";"87085";"2";"2";"1";"6";"RANSON (RUE LOUIS CASIMIR)";"45,8271900";"1,2396100"
"201900000125";"19";"9";"2019";"09:02";"1";"87";"87085";"2";"2";"1";"3";"PONT NEUF";"45,8260300";"1,2680100"
"201900000126";"19";"9";"2019";"17:25";"1";"87";"87085";"2";"1";"1";"3";"CASSEAUX (AVENUE DES) RD";"45,8423300";"1,2875500"
"201900000127";"18";"9";"2019";"16:35";"1";"87";"87085";"2";"3";"1";"6";"NAUGEAT (AVENUE DE";"45,8200600";"1,2406500"
"201900000128";"21";"9";"2019";"01:20";"5";"86";"86194";"2";"1";"1";"2";"CHASSEIGNE (BOULEVARD)";"46,5889900";"0,3471700"
"201900000129";"20";"9";"2019";"10:30";"1";"84";"84007";"2";"1";"1";"5";"C.De GAULLE (Rocade)";"43,9405732";"4,7895643"
"201900000130";"19";"9";"2019";"09:45";"1";"83";"83137";"2";"1";"1";"6";"PERROUD (AVE CONSTANT)";"43,1300400";"5,9529500"
"201900000131";"20";"9";"2019";"16:30";"1";"83";"83118";"2";"9";"1";"6";"RUE WALDECK-ROUSSEAU";"43,4232900";"6,7690000"
"201900000132";"19";"9";"2019";"22:05";"4";"78";"78361";"2";"2";"1";"5";"Boulevard Maréchal Juin";"48,9911300";"1,7079400"
"201900000133";"19";"9";"2019";"12:10";"1";"77";"77379";"2";"1";"1";"6";"JEAN JAURES (AVENUE)";"48,5559200";"3,3029200"
"201900000134";"20";"9";"2019";"20:55";"3";"77";"77132";"1";"3";"1";"6";"D934 X D344";"48,8810200";"2,7803300"
"201900000135";"20";"9";"2019";"10:10";"1";"76";"76217";"2";"9";"1";"6";"DE GAULLE (BOUVEVARD GENERAL)";"49,9234800";"1,0756000"
"201900000136";"19";"9";"2019";"09:00";"1";"76";"76217";"2";"2";"1";"6";"LIBERATION (AVENUE DE LA)";"49,9246000";"1,1093300"
"201900000137";"20";"9";"2019";"09:50";"1";"74";"74010";"2";"6";"1";"6";"RHONE (AVENUE DU)";"45,9005000";"6,1155400"
"201900000138";"19";"9";"2019";"16:30";"1";"72";"72181";"2";"3";"1";"3";"ARNAGE (RUE D') N° IMP 11 ET plus";"47,9901500";"0,1969100"
"201900000139";"20";"9";"2019";"16:32";"1";"69";"69290";"2";"1";"1";"5";"HEYRIEUX (D')                       (RO)";"45,6834500";"4,9523600"
"201900000140";"18";"9";"2019";"18:10";"1";"69";"69029";"2";"9";"1";"6";"LAURENT BONNEVAY          (SQ)";"45,7303200";"4,8998000"
"201900000141";"13";"9";"2019";"20:45";"5";"69";"69275";"2";"1";"1";"4";"JEAN JAURES                         (AV)";"45,7688200";"4,9435200"
"201900000142";"19";"9";"2019";"18:40";"1";"67";"67482";"2";"1";"1";"5";"RHIN (AVENUE DU)";"48,5730500";"7,7998100"
"201900000143";"19";"9";"2019";"17:45";"2";"67";"67482";"2";"1";"1";"1";"KLEBSAU (RUE DE LA)";"48,5450000";"7,7746300"
"201900000144";"19";"9";"2019";"06:50";"2";"67";"67043";"2";"1";"1";"6";"BISCHWILLER (ROUTE DE)";"48,6141640";"7,7522330"
"201900000145";"19";"9";"2019";"14:08";"1";"67";"67462";"2";"1";"1";"6";"PRESIDENT POINCARE (RUE DU)";"48,2569480";"7,4552090"
"201900000146";"20";"9";"2019";"10:20";"1";"66";"66136";"2";"1";"1";"6";"FLANDRES/DUNKERQUE (CARREFOUR)";"42,6861800";"2,9074500"
"201900000147";"20";"9";"2019";"19:40";"1";"64";"64335";"2";"1";"1";"7";"PLAISANCE DE";"43,3341800";" -0,4258100"
"201900000148";"20";"9";"2019";"18:25";"1";"64";"64129";"2";"9";"1";"3";"BAYONNE DE";"43,3008300";" -0,3938800"
"201900000149";"15";"2";"2019";"08:20";"1";"83";"83012";"1";"1";"1";"1";"RD560";"43,5390580";"5,9853860"
"201900000150";"14";"2";"2019";"11:45";"1";"9";"09324";"1";"1";"1";"2";"D12";"43,0674280";"1,6396180"
"201900000151";"17";"2";"2019";"07:45";"1";"60";"60471";"2";"6";"1";"3";"AVENUE JEAN JAURÈS";"49,5782422";"2,9943981"
"201900000152";"14";"2";"2019";"15:15";"1";"45";"45145";"1";"2";"1";"3";"Intersection RD 33 et Lieu dit LE BOIS DU SELLIER";"48,1070370";"2,8369740"
"201900000153";"18";"2";"2019";"10:25";"1";"64";"64178";"1";"1";"1";"7";"CD 936";"43,3336428";" -0,7786804"
"201900000154";"15";"2";"2019";"19:30";"5";"64";"64160";"2";"1";"1";"6";"17 Avenue Edmond Rostand";"43,3621955";" -1,4035654"
"201900000155";"16";"2";"2019";"14:45";"1";"73";"73265";"2";"3";"7";"6";"D211 Rte FROMAGERIE";"45,7477384";"5,9838736"
"201900000156";"15";"1";"2019";"14:15";"1";"43";"43185";"1";"1";"1";"1";"D651";"45,4028850";"3,3075440"
"201900000157";"15";"2";"2019";"16:00";"1";"10";"10323";"2";"1";"1";"6";"41 rue Magenta";"48,5234470";"3,7263510"
"201900000158";"17";"2";"2019";"01:00";"3";"10";"10382";"1";"1";"1";"6";"RD 439";"48,4055410";"3,4283820"
"201900000159";"16";"2";"2019";"12:20";"1";"10";"10064";"2";"9";"1";"6";"rue d'arcis sur aube";"48,4009790";"4,5176450"
"201900000160";"16";"2";"2019";"03:10";"3";"10";"10176";"2";"1";"9";"6";"rue du turot";"48,2527680";"4,6578560"
"201900000161";"15";"2";"2019";"20:30";"3";"36";"36173";"1";"4";"1";"3";"RD27 PR 20+500";"46,6954897";"1,2004268"
"201900000162";"15";"2";"2019";"16:50";"1";"16";"16134";"1";"1";"1";"3";"LD St Léonard";"45,8720702";"0,6831036"
"201900000163";"16";"2";"2019";"19:00";"5";"16";"16223";"2";"1";"1";"7";"avenue charles de gaulle";"45,6637500";"0,4967750"
"201900000164";"16";"2";"2019";"18:00";"1";"7";"07128";"1";"1";"1";"1";"route de satillieu";"45,1249510";"4,5441020"
"201900000165";"16";"2";"2019";"16:20";"1";"7";"07215";"1";"1";"1";"7";"Départementale 120 - lieu-dit LA CHAPELLE";"44,8833710";"4,5094410"
"201900000166";"16";"2";"2019";"13:35";"1";"7";"07347";"1";"1";"1";"7";"le chambon";"45,1940010";"4,5374290"
"201900000167";"15";"2";"2019";"19:20";"3";"7";"07337";"1";"1";"1";"6";"D270";"45,2071080";"4,7593330"
"201900000168";"15";"2";"2019";"12:00";"1";"7";"07319";"2";"2";"1";"1";"Rue Vincent Touchet";"44,5460550";"4,6839250"
"201900000169";"14";"2";"2019";"16:20";"1";"21";"21408";"1";"2";"1";"3";"RD903";"47,4002820";"5,0405890"
"201900000170";"16";"2";"2019";"19:30";"3";"21";"21501";"1";"1";"1";"6";"D16";"47,2583010";"4,5444024"
"201900000171";"12";"2";"2019";"15:49";"1";"40";"40288";"1";"1";"7";"3";"CD 932 PK 22+400";"44,0104680";" -0,3525720"
"201900000172";"16";"2";"2019";"07:00";"5";"24";"24551";"1";"1";"1";"1";"Les Marimonts";"45,4278520";"0,9309860"
"201900000173";"16";"2";"2019";"15:25";"1";"4";"04145";"1";"3";"1";"2";"RD4085 / RD951";"44,1489530";"5,9590890"
"201900000174";"15";"2";"2019";"14:30";"1";"4";"04049";"2";"1";"1";"6";"Imp Jean Mermoz";"44,0719840";"5,9902220"
"201900000175";"15";"2";"2019";"23:50";"3";"4";"04230";"1";"1";"1";"7";"RD 8";"43,8665326";"6,0104603"
"201900000176";"15";"2";"2019";"19:55";"3";"85";"85090";"1";"1";"1";"2";"ZI de la Blauderie";"46,8161800";" -0,8690000"
"201900000177";"15";"2";"2019";"15:45";"1";"85";"85008";"1";"1";"1";"7";"Rue des Chardonnerets";"46,6302000";" -1,4424200"
"201900000178";"16";"2";"2019";"18:00";"2";"27";"27055";"1";"2";"7";"3";"intersection D 175 et D 61";"49,1149060";"1,0750410"
"201900000179";"17";"2";"2019";"16:10";"1";"28";"28335";"1";"1";"1";"7";"D920";"48,4801550";"1,0946140"
"201900000180";"16";"2";"2019";"19:20";"3";"28";"28014";"1";"1";"1";"2";"lieu dit le printemps";"48,6497800";"1,2914890"
"201900000181";"16";"2";"2019";"15:30";"1";"28";"28287";"1";"1";"1";"5";"D.153.4 PK: 08+550";"48,1574460";"1,6877360"
"201900000182";"18";"2";"2019";"11:45";"1";"28";"28137";"1";"1";"1";"2";"D32";"48,5515960";"1,7361330"
"201900000183";"16";"2";"2019";"18:19";"1";"17";"17236";"2";"3";"1";"3";"avenue des comtes duchatel";"45,3735940";" -0,5665920"
"201900000184";"15";"2";"2019";"20:50";"5";"17";"17106";"2";"2";"1";"3";"intersection RD 731 + RD 128";"45,5676690";" -0,3099060"
"201900000185";"16";"2";"2019";"06:45";"2";"17";"17349";"1";"1";"1";"7";"D115";"46,2637120";" -0,8812270"
"201900000186";"15";"2";"2019";"17:50";"1";"52";"52058";"2";"1";"1";"3";"rue James BEAUS";"48,1998780";"5,1421880"
"201900000187";"15";"2";"2019";"14:15";"1";"68";"68321";"1";"1";"7";"1";"RD19";"47,8264172";"7,2504650"
"201900000188";"14";"2";"2019";"15:15";"1";"68";"68375";"1";"1";"1";"3";"RD2 intersection rue d'ensisheim";"47,8164620";"7,2676050"
"201900000189";"15";"2";"2019";"17:55";"2";"78";"78356";"2";"2";"1";"3";"CHEMIN DE LA CHAPELLE";"48,7173500";"2,0783630"
"201900000190";"15";"2";"2019";"16:05";"1";"973";"97307";"1";"1";"1";"1";"Route Nationale 1 PK 8+500";"4,8992890";" -52,3617710"
